0, -255, -252
1, -176, -233
2, -95, -26
3, -80, -114
4, -64, -21
5, 26, 246
6, -67, -16
7, -46, -31
8, -29, -5
9, -6, -16
10, -33, -12
11, -29, -30
12, -34, -8
13, -11, 57
14, -29, -1
15, -21, -9
16, -13, 6
17, -17, 13
18, -7, -7
19, -16, -6
20, -13, 0
21, -137, 301
22, -26, -3
23, -14, 20
24, -4, 4
25, 17, 49
26, -4, 13
27, -10, 35
28, -39, 17
29, 177, 280
30, -21, 16
31, -4, 80
32, -6, 37
33, -22, 211
34, 37, 53
35, -6, 269
36, 0, 166
37, 33548604, 32
38, 13, -158
39, -20, -295
40, -8, -61
41, -41, -233
42, -42, -33
43, -9, -110
44, 21, -31
45, -168, -321
46, -13, -17
47, -4, -75
48, -6, -14
49, -30, -85
50, -20, -20
51, -4, -56
52, -11, -16
53, 121, -339
54, -7, -20
55, -6, -49
56, -15, -13
57, -12, -53
58, -14, -10
59, -4, -39
60, -2, -8
61, -66, -116
62, -19, -19
63, 8, -36
64, -1, -8
65, -2, -39
66, -3, -6
67, -1, -27
68, -1, -11
69, -9, -356
70, -9, -25
71, 10, -27
72, 1, -8
73, -21, -29
74, 1, -23
75, 7, -19
76, -4, -4
77, 4, -70
78, 12, 15
79, -12, -8
80, -3, -6
81, -34, -23
82, -11, -17
83, -3, -27
84, -5, -10
85, 61, -106
86, -5, -2
87, -7, -26
88, -7, -5
89, 27, -14
90, -9, -6
91, 4, -17
92, 1, -7
93, -27, -55
94, -5, -4
95, -6, -16
96, 0, -1
97, 35, -32
98, -5, -5
99, 0, -22
100, -5, -7
101, 170, -297
102, -3, -4
103, -8, -15
104, -5, -9
105, -5, -16
106, -5, 1
107, 12, -16
108, -2, -7
109, -50, -42
110, 0, -13
111, 4, 0
112, -4, -5
113, -27, -25
114, -12, -8
115, -12, -14
116, -2, -9
117, 49, -60
118, -6, -5
119, 5, -11
120, -6, -4
121, -18, -11
122, -10, -4
123, -10, -16
124, 3, -3
125, -68, -39
126, 2, -4
127, 1, -15
128, 0, -2
129, -22, -21
130, -6, -6
131, -6, -15
132, -3, -6
133, 48, -123
134, 1, -3
135, -2, -9
136, -2, -5
137, 1, -11
138, -8, -3
139, -5, -14
140, 6, -7
141, -6, -39
142, 0, -6
143, -3, -8
144, -1, -1
145, 17, -14
146, -8, -8
147, -13, -40
148, 8, -5
149, 2, -46
150, 6, 6
151, 13, -22
152, 1, -3
153, -14, -5
154, -1, -10
155, 14, -10
156, 0, 4
157, -46, -30
158, -1, -1
159, 5, -9
160, 1, -4
161, 32, -15
162, -3, -1
163, 0, -10
164, 1, 3
165, 253, -262
166, -1, 2
167, 6, -13
168, -3, 1
169, -17, -11
170, -6, -3
171, 2, -24
172, -4, -5
173, 59, -26
174, 0, 6
175, -3, 4
176, -1, 2
177, -20, -15
178, 1, 3
179, 2, -12
180, -2, 7
181, 1, -27
182, 6, 9
183, -3, -19
184, -2, 32
185, -23, -10
186, -5, -33
187, 2, 1
188, -2, -15
189, 24, -24
190, -5, -3
191, 5, -2
192, 0, -6
193, 42, -14
194, -1, -11
195, 11, -3
196, 3, 1
197, 3, -73
198, -5, -8
199, 1, -14
200, 4, -5
201, -7, -9
202, -3, -13
203, 7, -4
204, -2, -6
205, 42, -23
206, -3, 0
207, 2, 1
208, 2, 1
209, 27, -3
210, -3, -5
211, 1, -15
212, -2, -7
213, 6, -28
214, -6, -5
215, 1, -8
216, -2, -6
217, -4, -9
218, -10, -8
219, 10, -10
220, -1, -3
221, -20, -20
222, 7, -9
223, 9, 3
224, 0, -2
225, 31, 1
226, 1, 0
227, -1, -1
228, 1, -7
229, 31, -77
230, -2, -9
231, 7, -5
232, 3, -2
233, -37, -12
234, 1, -8
235, 0, -5
236, 3, -4
237, 3, -9
238, 1, -2
239, 1, 1
240, -1, -3
241, 18, -3
242, 2, -7
243, -1, -3
244, 3, -1
245, 48, -19
246, -2, -6
247, 3, -7
248, 2, -5
249, -81, -8
250, 1, 0
251, -3, -2
252, 1, -2
253, 17, -20
254, 5, 1
255, 7, -6
256, 1, 0
257, -21, -4
258, -2, -1
259, 0, -3
260, 2, -4
